segment_id,road_name,time_of_day,day_of_week,weather,vehicle_density,congestion_score
15,NIBM Road,0,6,clear,15,0.1582
14,Sinhagad Road,21,5,fog,18,0.1942
2,Tilak Road,21,0,rain,22,0.269
6,Nagar Road,20,2,clear,89,0.7618
13,Old Mumbai Highway,9,1,rain,67,0.8092
8,Satara Road,7,0,clear,45,0.331
3,Karve Road,11,5,rain,14,0.1749
5,Mumbai-Bangalore Highway,8,6,clear,43,0.3912
15,NIBM Road,20,6,rain,50,0.5456
7,Solapur Road,11,4,rain,6,0.1554
4,Paud Road,5,3,clear,5,0.1019
5,Mumbai-Bangalore Highway,8,2,clear,71,0.6571
11,Hinjewadi Road,10,6,clear,51,0.4216
1,FC Road,10,1,clear,78,0.6691
14,Sinhagad Road,6,3,clear,33,0.3023
10,University Road,19,4,clear,84,0.729
8,Satara Road,0,0,clear,24,0.1719
13,Old Mumbai Highway,8,5,rain,39,0.5147
3,Karve Road,3,0,rain,8,0.1432
9,Airport Road,9,2,rain,72,0.898
4,Paud Road,23,5,clear,15,0.1762
9,Airport Road,2,1,clear,8,0.1398
5,Mumbai-Bangalore Highway,21,6,clear,22,0.1983
9,Airport Road,15,0,rain,19,0.2231
10,University Road,21,4,clear,27,0.2449
6,Nagar Road,15,2,rain,18,0.216
12,Aundh-Ravet Road,0,4,rain,23,0.1995
9,Airport Road,21,1,clear,21,0.2513
5,Mumbai-Bangalore Highway,13,1,clear,52,0.4121
9,Airport Road,0,0,rain,11,0.1457
8,Satara Road,6,4,clear,40,0.3359
3,Karve Road,5,5,clear,11,0.1118
11,Hinjewadi Road,0,1,clear,12,0.1371
5,Mumbai-Bangalore Highway,15,2,rain,24,0.2392
13,Old Mumbai Highway,11,5,fog,14,0.1342
10,University Road,8,1,rain,72,0.8691
14,Sinhagad Road,18,3,clear,96,0.7742
6,Nagar Road,19,5,clear,56,0.4625
3,Karve Road,1,5,clear,13,0.1426
13,Old Mumbai Highway,20,0,rain,91,0.9481
15,NIBM Road,0,0,rain,8,0.1499
2,Tilak Road,22,3,clear,29,0.269
7,Solapur Road,15,4,rain,16,0.1576
4,Paud Road,12,3,clear,60,0.4728
2,Tilak Road,1,0,clear,23,0.1746
12,Aundh-Ravet Road,23,3,clear,24,0.2478
4,Paud Road,18,4,rain,91,0.9905
6,Nagar Road,20,4,clear,66,0.6288
11,Hinjewadi Road,9,2,rain,74,0.8182
4,Paud Road,1,2,clear,23,0.1911
12,Aundh-Ravet Road,21,6,fog,23,0.2149
14,Sinhagad Road,14,5,clear,27,0.2493
13,Old Mumbai Highway,5,3,rain,18,0.2563
5,Mumbai-Bangalore Highway,7,6,clear,21,0.2189
11,Hinjewadi Road,18,6,clear,52,0.4197
9,Airport Road,10,5,rain,43,0.4991
15,NIBM Road,10,5,clear,52,0.4618
11,Hinjewadi Road,7,6,fog,24,0.2174
9,Airport Road,12,6,clear,39,0.3032
11,Hinjewadi Road,1,4,fog,23,0.2283
14,Sinhagad Road,12,5,fog,33,0.3044
15,NIBM Road,7,2,rain,37,0.4039
3,Karve Road,3,0,rain,24,0.2594
4,Paud Road,23,3,clear,27,0.2491
3,Karve Road,16,4,clear,22,0.1595
13,Old Mumbai Highway,15,5,fog,15,0.1736
3,Karve Road,12,4,clear,45,0.4176
7,Solapur Road,6,3,rain,36,0.4234
10,University Road,15,0,clear,19,0.1781
6,Nagar Road,13,0,clear,58,0.4492
7,Solapur Road,19,3,clear,91,0.7591
10,University Road,16,0,clear,21,0.1885
8,Satara Road,12,6,clear,39,0.3018
7,Solapur Road,8,2,clear,92,0.7292
14,Sinhagad Road,22,6,clear,18,0.1718
6,Nagar Road,20,3,clear,97,0.789
11,Hinjewadi Road,14,4,clear,41,0.409
12,Aundh-Ravet Road,6,1,clear,38,0.3153
12,Aundh-Ravet Road,3,0,clear,24,0.18
7,Solapur Road,12,5,fog,28,0.3083
14,Sinhagad Road,17,2,fog,68,0.7414
5,Mumbai-Bangalore Highway,5,3,clear,20,0.1546
1,FC Road,8,0,clear,88,0.7178
6,Nagar Road,23,6,rain,18,0.2107
6,Nagar Road,1,2,clear,17,0.1392
5,Mumbai-Bangalore Highway,14,1,rain,50,0.5835
3,Karve Road,15,6,clear,13,0.1294
4,Paud Road,2,2,clear,13,0.1111
1,FC Road,3,1,fog,20,0.2165
5,Mumbai-Bangalore Highway,20,2,clear,99,0.7754
5,Mumbai-Bangalore Highway,19,0,rain,80,0.8676
5,Mumbai-Bangalore Highway,19,6,fog,46,0.5372
14,Sinhagad Road,22,4,rain,19,0.2631
15,NIBM Road,22,1,rain,38,0.4201
5,Mumbai-Bangalore Highway,1,0,rain,22,0.2131
4,Paud Road,20,4,clear,99,0.803
3,Karve Road,17,0,clear,71,0.6409
12,Aundh-Ravet Road,10,3,rain,84,0.9504
5,Mumbai-Bangalore Highway,12,0,clear,57,0.4697
12,Aundh-Ravet Road,9,1,fog,61,0.6979
14,Sinhagad Road,10,6,clear,61,0.47
13,Old Mumbai Highway,0,2,rain,7,0.1909
10,University Road,11,5,rain,9,0.1511
9,Airport Road,19,0,rain,65,0.8641
10,University Road,14,6,fog,38,0.3908
8,Satara Road,4,5,clear,11,0.1096
6,Nagar Road,10,4,clear,61,0.6261
1,FC Road,21,5,rain,16,0.1936
6,Nagar Road,1,4,rain,22,0.1933
13,Old Mumbai Highway,11,3,clear,21,0.1755
8,Satara Road,7,2,clear,37,0.3285
7,Solapur Road,12,5,rain,34,0.372
10,University Road,6,1,clear,54,0.4274
14,Sinhagad Road,12,5,rain,35,0.3881
14,Sinhagad Road,5,3,clear,10,0.1643
9,Airport Road,3,0,clear,18,0.1845
2,Tilak Road,15,3,clear,24,0.1978
12,Aundh-Ravet Road,2,4,rain,12,0.1666
14,Sinhagad Road,23,2,fog,22,0.2454
10,University Road,13,3,rain,67,0.6634
6,Nagar Road,8,6,clear,40,0.3935
2,Tilak Road,3,1,rain,6,0.1664
6,Nagar Road,8,2,fog,94,0.8881
5,Mumbai-Bangalore Highway,11,6,fog,8,0.1223
12,Aundh-Ravet Road,19,1,rain,88,0.9703
8,Satara Road,0,5,clear,14,0.1468
15,NIBM Road,17,6,clear,53,0.4567
7,Solapur Road,19,4,clear,68,0.6854
2,Tilak Road,22,6,rain,13,0.1734
4,Paud Road,9,5,clear,63,0.4924
7,Solapur Road,17,3,rain,80,0.9346
2,Tilak Road,21,5,rain,13,0.1652
13,Old Mumbai Highway,15,1,rain,10,0.1773
11,Hinjewadi Road,6,2,rain,43,0.4964
2,Tilak Road,11,6,clear,7,0.1222
2,Tilak Road,13,4,clear,45,0.3798
13,Old Mumbai Highway,4,5,clear,7,0.0897
7,Solapur Road,23,6,clear,13,0.1334
14,Sinhagad Road,14,5,rain,37,0.3801
10,University Road,16,5,clear,13,0.1095
3,Karve Road,6,4,clear,34,0.313
10,University Road,7,1,rain,42,0.442
4,Paud Road,16,3,rain,7,0.137
2,Tilak Road,12,5,clear,42,0.3186
6,Nagar Road,8,6,clear,44,0.3958
7,Solapur Road,20,6,clear,57,0.4637
9,Airport Road,14,6,clear,28,0.2667
12,Aundh-Ravet Road,12,1,fog,54,0.556
11,Hinjewadi Road,20,5,rain,43,0.5448
14,Sinhagad Road,20,5,rain,51,0.5701
6,Nagar Road,20,0,clear,82,0.7048
6,Nagar Road,11,2,clear,21,0.2116
3,Karve Road,20,6,clear,53,0.4345
4,Paud Road,18,5,clear,59,0.49
11,Hinjewadi Road,13,1,clear,57,0.4606
10,University Road,5,5,clear,8,0.1052
13,Old Mumbai Highway,21,1,clear,20,0.188
8,Satara Road,13,2,fog,53,0.5325
15,NIBM Road,0,3,fog,13,0.1565
5,Mumbai-Bangalore Highway,9,3,clear,97,0.7511
14,Sinhagad Road,5,3,rain,7,0.1548
13,Old Mumbai Highway,21,3,clear,18,0.1879
13,Old Mumbai Highway,9,1,fog,60,0.7247
2,Tilak Road,10,4,fog,73,0.798
15,NIBM Road,18,2,fog,92,0.9112
4,Paud Road,19,1,clear,68,0.5844
8,Satara Road,15,3,fog,21,0.2269
12,Aundh-Ravet Road,17,5,rain,51,0.5633
4,Paud Road,8,5,rain,61,0.6227
13,Old Mumbai Highway,0,0,fog,22,0.2232
9,Airport Road,17,2,rain,98,1.0
9,Airport Road,6,3,clear,49,0.372
8,Satara Road,13,1,rain,56,0.6239
13,Old Mumbai Highway,8,6,clear,44,0.3955
9,Airport Road,23,4,clear,21,0.2136
3,Karve Road,19,3,clear,71,0.6346
13,Old Mumbai Highway,6,5,fog,29,0.2763
1,FC Road,12,1,clear,67,0.493
2,Tilak Road,13,6,fog,40,0.3873
12,Aundh-Ravet Road,13,0,clear,43,0.375
7,Solapur Road,15,5,clear,7,0.1057
8,Satara Road,17,6,clear,57,0.4667
14,Sinhagad Road,3,3,clear,22,0.1793
13,Old Mumbai Highway,19,1,clear,88,0.7147
8,Satara Road,0,6,fog,7,0.1248
12,Aundh-Ravet Road,22,2,rain,39,0.3902
11,Hinjewadi Road,19,2,clear,77,0.6694
10,University Road,7,4,rain,35,0.4699
9,Airport Road,20,0,clear,74,0.6771
1,FC Road,16,5,clear,11,0.0932
14,Sinhagad Road,7,4,clear,37,0.3329
12,Aundh-Ravet Road,6,0,clear,54,0.419
9,Airport Road,15,5,rain,10,0.1378
15,NIBM Road,14,4,rain,52,0.571
2,Tilak Road,2,0,rain,14,0.1838
11,Hinjewadi Road,20,1,clear,73,0.6657
11,Hinjewadi Road,0,4,clear,11,0.1301
6,Nagar Road,20,5,clear,48,0.4724
2,Tilak Road,11,2,clear,10,0.1477
11,Hinjewadi Road,2,2,rain,15,0.1862
5,Mumbai-Bangalore Highway,7,3,rain,33,0.4039
10,University Road,8,1,clear,63,0.5717
6,Nagar Road,20,2,clear,85,0.7073
2,Tilak Road,13,5,clear,29,0.2851
4,Paud Road,7,1,clear,46,0.3437
4,Paud Road,15,6,rain,14,0.1527
2,Tilak Road,8,5,rain,64,0.6371
5,Mumbai-Bangalore Highway,16,5,clear,12,0.1173
8,Satara Road,16,3,clear,21,0.1955
2,Tilak Road,18,1,rain,78,0.9418
2,Tilak Road,15,6,clear,10,0.1286
3,Karve Road,18,4,clear,70,0.6589
2,Tilak Road,2,3,clear,24,0.2057
3,Karve Road,23,3,clear,27,0.2471
14,Sinhagad Road,1,5,rain,13,0.1475
10,University Road,17,2,fog,83,0.8458
7,Solapur Road,19,3,clear,68,0.631
8,Satara Road,20,4,clear,75,0.6807
9,Airport Road,17,2,clear,82,0.6498
12,Aundh-Ravet Road,13,6,rain,44,0.4201
13,Old Mumbai Highway,19,0,clear,87,0.7223
3,Karve Road,3,4,clear,7,0.1226
13,Old Mumbai Highway,6,1,fog,45,0.3816
10,University Road,20,5,clear,56,0.4499
3,Karve Road,10,1,clear,74,0.6742
14,Sinhagad Road,19,3,clear,83,0.7263
10,University Road,9,5,rain,39,0.4894
4,Paud Road,1,6,fog,14,0.1582
10,University Road,21,6,clear,16,0.1626
10,University Road,23,1,fog,34,0.3261
4,Paud Road,5,5,clear,10,0.0985
8,Satara Road,23,3,clear,39,0.3044
3,Karve Road,7,0,clear,54,0.4217
15,NIBM Road,18,6,clear,45,0.4406
1,FC Road,9,2,clear,90,0.7052
7,Solapur Road,2,5,rain,9,0.1413
2,Tilak Road,14,6,fog,40,0.3562
10,University Road,12,6,fog,40,0.3737
12,Aundh-Ravet Road,2,4,clear,8,0.1097
6,Nagar Road,6,2,clear,30,0.2709
12,Aundh-Ravet Road,11,5,clear,11,0.106
4,Paud Road,11,2,fog,14,0.203
8,Satara Road,8,1,clear,96,0.7344
8,Satara Road,0,1,rain,5,0.1351
10,University Road,9,5,clear,53,0.4247
1,FC Road,6,0,clear,51,0.3796
2,Tilak Road,20,4,clear,66,0.6201
4,Paud Road,11,2,fog,6,0.1236
4,Paud Road,18,0,rain,77,0.9594
13,Old Mumbai Highway,14,5,clear,33,0.2847
8,Satara Road,2,1,clear,12,0.1602
12,Aundh-Ravet Road,13,5,clear,35,0.2964
8,Satara Road,4,5,clear,5,0.103
6,Nagar Road,22,0,fog,17,0.2296
3,Karve Road,9,1,rain,75,0.8835
3,Karve Road,4,3,clear,17,0.1702
13,Old Mumbai Highway,4,3,fog,16,0.1857
5,Mumbai-Bangalore Highway,10,5,rain,44,0.5208
6,Nagar Road,0,5,fog,9,0.1259
6,Nagar Road,19,4,clear,95,0.7645
7,Solapur Road,5,6,clear,11,0.1145
2,Tilak Road,8,3,clear,90,0.7209
4,Paud Road,10,3,clear,78,0.6797
11,Hinjewadi Road,14,4,clear,43,0.3914
15,NIBM Road,13,3,clear,49,0.4145
15,NIBM Road,16,4,clear,19,0.1757
8,Satara Road,22,6,clear,18,0.1805
15,NIBM Road,10,5,clear,44,0.3925
9,Airport Road,3,4,clear,12,0.1223
14,Sinhagad Road,21,6,rain,16,0.177
8,Satara Road,0,3,clear,8,0.1461
8,Satara Road,14,1,clear,52,0.4651
2,Tilak Road,13,4,fog,66,0.5565
12,Aundh-Ravet Road,15,5,clear,15,0.1131
7,Solapur Road,12,2,clear,55,0.454
15,NIBM Road,2,0,clear,10,0.1279
10,University Road,12,2,clear,62,0.4919
1,FC Road,0,6,rain,11,0.136
15,NIBM Road,10,5,clear,61,0.4574
9,Airport Road,18,3,clear,85,0.6967
6,Nagar Road,16,2,rain,21,0.2439
14,Sinhagad Road,20,0,clear,72,0.6294
1,FC Road,18,3,clear,94,0.7911
11,Hinjewadi Road,12,5,rain,35,0.3548
10,University Road,15,3,rain,17,0.1833
12,Aundh-Ravet Road,2,6,rain,11,0.1441
6,Nagar Road,7,1,clear,49,0.3755
6,Nagar Road,18,5,fog,42,0.4902
7,Solapur Road,12,6,clear,36,0.2862
2,Tilak Road,3,5,clear,3,0.092
14,Sinhagad Road,19,0,fog,72,0.8204
7,Solapur Road,7,6,clear,24,0.2582
2,Tilak Road,2,0,rain,21,0.2643
15,NIBM Road,4,0,fog,6,0.1185
1,FC Road,13,5,clear,27,0.2582
4,Paud Road,0,0,clear,12,0.134
11,Hinjewadi Road,15,1,fog,16,0.1981
4,Paud Road,18,0,clear,76,0.6335
6,Nagar Road,4,0,clear,8,0.1205
8,Satara Road,22,6,rain,13,0.1965
7,Solapur Road,9,1,clear,81,0.719
6,Nagar Road,0,5,fog,13,0.1753
6,Nagar Road,9,1,clear,87,0.7332
14,Sinhagad Road,2,4,rain,22,0.2216
1,FC Road,9,1,clear,60,0.5609
4,Paud Road,1,2,rain,14,0.2037
6,Nagar Road,22,3,clear,17,0.1884
8,Satara Road,6,1,rain,33,0.4438
7,Solapur Road,8,6,rain,44,0.5034
8,Satara Road,13,0,rain,52,0.5828
11,Hinjewadi Road,2,1,clear,7,0.1141
14,Sinhagad Road,19,5,rain,63,0.673
13,Old Mumbai Highway,4,5,clear,15,0.122
1,FC Road,0,5,fog,3,0.1048
11,Hinjewadi Road,21,2,clear,21,0.2142
8,Satara Road,2,4,clear,7,0.1316
10,University Road,22,6,clear,22,0.1767
4,Paud Road,13,3,fog,40,0.413
9,Airport Road,8,3,rain,76,0.8801
10,University Road,15,5,fog,15,0.1716
15,NIBM Road,12,1,clear,52,0.475
13,Old Mumbai Highway,16,6,clear,12,0.1255
15,NIBM Road,3,2,rain,14,0.2166
10,University Road,20,4,clear,85,0.7374
12,Aundh-Ravet Road,18,0,clear,86,0.7449
11,Hinjewadi Road,19,3,clear,86,0.7625
1,FC Road,8,2,clear,61,0.6128
13,Old Mumbai Highway,19,5,rain,46,0.5455
1,FC Road,3,6,clear,13,0.142
2,Tilak Road,7,2,rain,44,0.4974
10,University Road,19,5,fog,63,0.5681
10,University Road,3,3,clear,24,0.196
9,Airport Road,3,6,rain,12,0.1394
9,Airport Road,15,4,fog,10,0.1707
7,Solapur Road,6,0,rain,43,0.4931
5,Mumbai-Bangalore Highway,17,6,rain,46,0.5368
9,Airport Road,18,4,fog,70,0.7841
3,Karve Road,0,3,clear,19,0.1707
7,Solapur Road,16,2,clear,7,0.1145
13,Old Mumbai Highway,17,5,rain,50,0.5796
10,University Road,6,6,rain,20,0.2505
14,Sinhagad Road,3,2,rain,17,0.1997
5,Mumbai-Bangalore Highway,19,3,clear,94,0.7434
15,NIBM Road,7,0,fog,31,0.3923
9,Airport Road,4,2,clear,7,0.1215
12,Aundh-Ravet Road,9,4,rain,91,0.9352
6,Nagar Road,17,6,clear,63,0.4658
15,NIBM Road,6,5,clear,33,0.2534
12,Aundh-Ravet Road,15,1,clear,20,0.2043
1,FC Road,11,0,rain,17,0.2062
8,Satara Road,21,6,rain,24,0.2323
10,University Road,3,0,clear,14,0.1464
2,Tilak Road,3,4,rain,21,0.2506
15,NIBM Road,11,6,fog,8,0.086
6,Nagar Road,18,3,rain,67,0.7902
9,Airport Road,0,0,fog,22,0.1969
11,Hinjewadi Road,16,2,clear,6,0.113
14,Sinhagad Road,19,4,fog,89,0.8533
9,Airport Road,6,5,rain,35,0.3293
8,Satara Road,19,0,clear,93,0.7699
11,Hinjewadi Road,20,3,clear,71,0.6167
15,NIBM Road,1,4,fog,22,0.1865
2,Tilak Road,3,2,clear,18,0.1648
13,Old Mumbai Highway,0,0,clear,6,0.1286
12,Aundh-Ravet Road,2,3,clear,22,0.1878
11,Hinjewadi Road,9,0,clear,93,0.7286
5,Mumbai-Bangalore Highway,20,1,clear,68,0.6417
9,Airport Road,23,4,clear,33,0.2647
4,Paud Road,0,0,clear,19,0.1442
1,FC Road,3,3,fog,8,0.156
9,Airport Road,0,1,clear,19,0.1878
13,Old Mumbai Highway,22,5,rain,16,0.1925
3,Karve Road,16,1,clear,19,0.1897
15,NIBM Road,9,5,clear,50,0.4387
5,Mumbai-Bangalore Highway,19,4,fog,87,0.8478
4,Paud Road,11,0,clear,16,0.1764
14,Sinhagad Road,11,0,rain,21,0.2531
11,Hinjewadi Road,2,0,fog,19,0.1911
13,Old Mumbai Highway,3,0,clear,12,0.1617
4,Paud Road,5,6,clear,5,0.1166
7,Solapur Road,6,5,clear,29,0.2619
13,Old Mumbai Highway,7,0,clear,49,0.3701
4,Paud Road,5,2,clear,17,0.1487
7,Solapur Road,13,6,fog,40,0.384
10,University Road,17,5,rain,61,0.6283
1,FC Road,13,1,clear,47,0.3918
6,Nagar Road,14,6,clear,30,0.2502
6,Nagar Road,7,6,clear,28,0.2646
15,NIBM Road,17,4,clear,78,0.6881
8,Satara Road,0,0,rain,17,0.2376
11,Hinjewadi Road,3,6,rain,15,0.1661
10,University Road,7,3,rain,41,0.4561
1,FC Road,1,0,clear,13,0.1196
7,Solapur Road,13,2,rain,40,0.4742
6,Nagar Road,9,1,clear,83,0.6386
7,Solapur Road,8,0,clear,72,0.6285
12,Aundh-Ravet Road,6,1,rain,40,0.4979
12,Aundh-Ravet Road,9,6,fog,50,0.5196
5,Mumbai-Bangalore Highway,23,5,clear,22,0.2104
14,Sinhagad Road,17,3,clear,76,0.6682
6,Nagar Road,22,4,clear,18,0.2014
15,NIBM Road,16,5,clear,7,0.1009
9,Airport Road,16,6,clear,13,0.1316
13,Old Mumbai Highway,9,5,fog,46,0.4533
5,Mumbai-Bangalore Highway,19,3,rain,77,0.8699
6,Nagar Road,17,4,clear,99,0.8194
6,Nagar Road,4,1,fog,6,0.0942
11,Hinjewadi Road,22,0,clear,35,0.2972
8,Satara Road,16,4,rain,21,0.2606
9,Airport Road,3,2,clear,16,0.1325
4,Paud Road,20,0,rain,72,0.8402
6,Nagar Road,20,4,clear,70,0.6588
12,Aundh-Ravet Road,3,6,clear,12,0.107
7,Solapur Road,7,5,fog,23,0.2341
12,Aundh-Ravet Road,21,3,clear,19,0.1949
8,Satara Road,8,6,fog,41,0.4535
1,FC Road,21,5,fog,20,0.2036
9,Airport Road,22,2,fog,16,0.2034
2,Tilak Road,15,6,rain,10,0.1146
12,Aundh-Ravet Road,1,6,clear,4,0.1022
8,Satara Road,0,3,clear,10,0.1209
3,Karve Road,22,1,clear,35,0.2931
14,Sinhagad Road,2,5,clear,5,0.1083
10,University Road,20,6,clear,53,0.4729
4,Paud Road,8,5,clear,45,0.3878
11,Hinjewadi Road,5,5,fog,5,0.0737
3,Karve Road,18,0,clear,76,0.6707
7,Solapur Road,0,5,clear,14,0.123
7,Solapur Road,11,3,clear,22,0.193
6,Nagar Road,9,0,rain,83,0.8664
3,Karve Road,0,4,clear,18,0.1838
3,Karve Road,20,1,rain,82,0.9613
11,Hinjewadi Road,9,0,rain,90,0.9265
2,Tilak Road,0,5,rain,14,0.1573
14,Sinhagad Road,0,2,clear,5,0.1396
4,Paud Road,6,5,rain,35,0.335
8,Satara Road,9,5,rain,45,0.5373
3,Karve Road,6,1,fog,40,0.4478
8,Satara Road,1,5,clear,9,0.1203
6,Nagar Road,10,2,rain,69,0.8667
9,Airport Road,4,1,fog,22,0.2138
3,Karve Road,4,0,clear,21,0.2036
6,Nagar Road,16,4,fog,19,0.2127
9,Airport Road,14,1,clear,57,0.4797
2,Tilak Road,0,6,clear,10,0.1235
6,Nagar Road,4,3,clear,10,0.0974
15,NIBM Road,23,0,rain,27,0.3082
7,Solapur Road,22,0,clear,18,0.2166
5,Mumbai-Bangalore Highway,4,0,rain,5,0.1515
4,Paud Road,8,6,fog,42,0.4901
12,Aundh-Ravet Road,3,5,fog,5,0.0809
10,University Road,10,0,clear,64,0.5998
7,Solapur Road,22,4,fog,33,0.3128
14,Sinhagad Road,2,2,fog,13,0.1492
10,University Road,14,1,clear,64,0.4638
6,Nagar Road,17,0,clear,67,0.6238
12,Aundh-Ravet Road,16,0,fog,13,0.1969
4,Paud Road,20,5,clear,48,0.4628
6,Nagar Road,16,1,fog,14,0.1717
9,Airport Road,8,3,fog,65,0.6927
3,Karve Road,7,6,rain,19,0.2383
14,Sinhagad Road,0,5,clear,11,0.1156
9,Airport Road,11,0,clear,14,0.1603
13,Old Mumbai Highway,11,0,clear,22,0.2041
6,Nagar Road,21,1,clear,35,0.2732
6,Nagar Road,23,5,rain,24,0.2773
3,Karve Road,1,6,rain,15,0.1559
4,Paud Road,9,5,clear,61,0.489
13,Old Mumbai Highway,20,1,clear,90,0.7514
3,Karve Road,18,3,clear,88,0.7057
15,NIBM Road,5,6,fog,15,0.1456
5,Mumbai-Bangalore Highway,20,1,rain,71,0.8446
5,Mumbai-Bangalore Highway,15,6,clear,9,0.1202
9,Airport Road,7,6,fog,33,0.2961
4,Paud Road,18,6,fog,60,0.6032
2,Tilak Road,21,3,clear,33,0.2416
7,Solapur Road,1,6,clear,11,0.1105
3,Karve Road,0,0,fog,22,0.2127
12,Aundh-Ravet Road,4,0,clear,22,0.2097
6,Nagar Road,9,1,clear,61,0.625
9,Airport Road,7,1,rain,38,0.4168
9,Airport Road,7,3,clear,53,0.4171
15,NIBM Road,7,2,clear,32,0.2927
9,Airport Road,19,2,rain,85,0.9815
10,University Road,14,5,clear,40,0.3183
12,Aundh-Ravet Road,3,3,rain,5,0.1669
9,Airport Road,9,3,clear,71,0.6243
15,NIBM Road,13,1,clear,56,0.4503
2,Tilak Road,17,3,clear,83,0.6599
11,Hinjewadi Road,6,4,clear,48,0.3879
15,NIBM Road,11,1,clear,20,0.1676
1,FC Road,17,4,clear,93,0.7289
13,Old Mumbai Highway,5,0,clear,5,0.1286
8,Satara Road,23,6,clear,22,0.1607
4,Paud Road,15,6,clear,7,0.0983
5,Mumbai-Bangalore Highway,1,3,rain,17,0.1775
10,University Road,0,6,fog,14,0.162
6,Nagar Road,21,3,rain,34,0.3323
14,Sinhagad Road,17,5,clear,59,0.5145
6,Nagar Road,2,5,clear,3,0.0749
4,Paud Road,22,0,clear,32,0.275
1,FC Road,8,2,clear,67,0.6042
6,Nagar Road,17,1,clear,80,0.6628
2,Tilak Road,2,1,clear,9,0.1226
14,Sinhagad Road,1,1,clear,24,0.2205
5,Mumbai-Bangalore Highway,13,3,clear,50,0.4182
5,Mumbai-Bangalore Highway,1,5,fog,12,0.1243
14,Sinhagad Road,18,1,clear,94,0.7293
15,NIBM Road,6,2,clear,50,0.3874
7,Solapur Road,3,0,clear,19,0.1916
4,Paud Road,12,1,rain,62,0.6065
7,Solapur Road,8,3,fog,69,0.7443
4,Paud Road,20,4,rain,79,0.8934
11,Hinjewadi Road,4,5,fog,6,0.0791
13,Old Mumbai Highway,4,0,clear,24,0.1996
5,Mumbai-Bangalore Highway,18,6,rain,51,0.5813
5,Mumbai-Bangalore Highway,8,4,fog,89,0.8672
7,Solapur Road,20,0,fog,92,0.9228
6,Nagar Road,4,0,clear,18,0.1765
8,Satara Road,7,2,clear,38,0.3103
8,Satara Road,18,1,clear,73,0.6698
6,Nagar Road,2,2,clear,12,0.1496
13,Old Mumbai Highway,10,4,fog,90,0.8439
10,University Road,17,0,clear,80,0.699
8,Satara Road,18,2,clear,68,0.6585
1,FC Road,16,0,fog,24,0.1967
14,Sinhagad Road,7,5,clear,25,0.2427
1,FC Road,19,4,clear,73,0.6836
9,Airport Road,19,2,clear,73,0.6645
5,Mumbai-Bangalore Highway,5,2,clear,15,0.1461
11,Hinjewadi Road,11,4,clear,11,0.1479
10,University Road,1,3,rain,18,0.2035
8,Satara Road,17,1,clear,90,0.7141
8,Satara Road,20,0,fog,82,0.8242
13,Old Mumbai Highway,9,6,rain,40,0.5191
11,Hinjewadi Road,21,3,clear,25,0.2351
1,FC Road,20,1,clear,68,0.6397
6,Nagar Road,23,5,fog,22,0.2218
15,NIBM Road,6,6,clear,28,0.2531
11,Hinjewadi Road,21,2,rain,26,0.3271
6,Nagar Road,8,1,clear,74,0.6404
10,University Road,18,2,clear,75,0.6649
14,Sinhagad Road,17,2,fog,67,0.7766
14,Sinhagad Road,5,6,clear,9,0.0853
6,Nagar Road,16,2,clear,21,0.162
12,Aundh-Ravet Road,8,4,fog,90,0.9084
2,Tilak Road,16,3,clear,15,0.1542
7,Solapur Road,1,0,clear,23,0.1861
3,Karve Road,4,2,clear,11,0.1393
10,University Road,16,0,clear,12,0.1184
4,Paud Road,0,6,clear,12,0.1425
5,Mumbai-Bangalore Highway,4,3,rain,24,0.2681
2,Tilak Road,7,0,clear,48,0.3738
12,Aundh-Ravet Road,19,2,rain,65,0.7966
11,Hinjewadi Road,6,0,rain,51,0.5116
2,Tilak Road,17,5,rain,61,0.6605
10,University Road,21,6,rain,24,0.2467
15,NIBM Road,16,2,rain,23,0.2557
13,Old Mumbai Highway,16,5,rain,5,0.0924
6,Nagar Road,0,4,clear,11,0.1198
1,FC Road,7,0,rain,34,0.4205
11,Hinjewadi Road,23,4,clear,36,0.2961
13,Old Mumbai Highway,17,6,clear,52,0.4726
7,Solapur Road,4,5,fog,13,0.1312
7,Solapur Road,15,0,clear,16,0.1594
10,University Road,21,1,rain,18,0.2367
13,Old Mumbai Highway,18,5,rain,43,0.5303
11,Hinjewadi Road,18,4,clear,74,0.6669
4,Paud Road,14,2,clear,56,0.4599
15,NIBM Road,17,3,clear,97,0.7987
1,FC Road,2,2,clear,10,0.1492
11,Hinjewadi Road,16,6,fog,14,0.157
8,Satara Road,20,4,clear,67,0.6533
11,Hinjewadi Road,8,0,clear,85,0.7314
5,Mumbai-Bangalore Highway,0,3,rain,19,0.2018
8,Satara Road,1,5,clear,8,0.0736
10,University Road,8,6,rain,50,0.5459
2,Tilak Road,22,3,fog,32,0.3283
3,Karve Road,14,3,clear,44,0.4014
10,University Road,23,0,fog,19,0.2739
10,University Road,7,5,clear,29,0.2838
10,University Road,8,5,clear,55,0.4514
6,Nagar Road,5,6,rain,11,0.1325
2,Tilak Road,22,3,clear,33,0.2352
4,Paud Road,23,0,clear,37,0.2821
12,Aundh-Ravet Road,21,2,rain,26,0.2847
12,Aundh-Ravet Road,14,3,clear,45,0.3689
3,Karve Road,20,1,clear,77,0.6624
6,Nagar Road,5,4,clear,21,0.1896
